[run number];team_size;game_size;[step];team_score;gain_score;synergy_score;agent_names;reached_consensus?
235;5;8;15;-0.071;-0.18519999999999998;-0.6419999999999999;[know_agent know_agent know_agent neuro_agent neuro_agent f g h i j];true
236;5;8;29;-0.21400000000000002;0.028999999999999942;-0.21400000000000002;[know_agent talk_agent talk_agent agree_agent crit_agent f g h i j];true
237;5;8;21;0.929;1.229;1.143;[talk_agent crit_agent talk_agent talk_agent crit_agent f g h i j];true
238;5;8;17;-0.429;-0.24319999999999997;-0.5;[crit_agent know_agent agree_agent agree_agent talk_agent f g h i j];true
239;5;8;18;0.21400000000000002;0.4138;0.28500000000000003;[crit_agent talk_agent crit_agent agree_agent agree_agent f g h i j];true
240;5;8;12;-0.429;-0.20019999999999996;-0.5;[agree_agent know_agent talk_agent neuro_agent talk_agent f g h i j];true
241;5;8;23;1;11.428;0.21399999999999997;[talk_agent know_agent crit_agent agree_agent talk_agent f g h i j];true
242;5;8;15;-0.143;-0.1286;-0.42899999999999994;[know_agent talk_agent agree_agent know_agent know_agent f g h i j];true
243;5;8;13;0.5;0.657;0.357;[agree_agent crit_agent talk_agent know_agent crit_agent f g h i j];true
244;5;8;19;0.857;0.9142;0.643;[talk_agent know_agent talk_agent know_agent crit_agent f g h i j];true
245;5;8;13;0.143;0.27180000000000004;-0.07100000000000001;[agree_agent know_agent talk_agent know_agent crit_agent f g h i j];true
246;5;8;18;0.786;0.7144;0.28600000000000003;[crit_agent talk_agent know_agent crit_agent know_agent f g h i j];true
248;5;8;19;0.357;0.5998;0.5;[agree_agent crit_agent crit_agent talk_agent crit_agent f g h i j];true
247;5;8;17;1;12.713.999.999.999.900;1.143;[crit_agent neuro_agent agree_agent crit_agent talk_agent f g h i j];true
249;5;8;23;0.857;0.9712;0.571;[crit_agent know_agent neuro_agent crit_agent talk_agent f g h i j];true
250;5;8;16;0.21400000000000002;0.514;0.357;[crit_agent crit_agent talk_agent crit_agent neuro_agent f g h i j];true
251;5;8;23;0.929;1.129;0.8580000000000001;[talk_agent agree_agent crit_agent neuro_agent know_agent f g h i j];true
252;5;8;16;0.5;0.7428;0.5;[crit_agent neuro_agent agree_agent talk_agent neuro_agent f g h i j];true
253;5;8;16;-0.21400000000000002;-0.11400000000000002;-0.571;[neuro_agent talk_agent know_agent agree_agent agree_agent f g h i j];true
254;5;8;15;-0.143;-0.014399999999999996;-0.286;[know_agent agree_agent agree_agent talk_agent agree_agent f g h i j];true
255;5;8;11;-0.143;0.02840000000000001;-0.072;[agree_agent agree_agent neuro_agent neuro_agent agree_agent f g h i j];true
256;5;8;25;0.857;10.714;0.643;[crit_agent crit_agent talk_agent talk_agent know_agent f g h i j];true
257;5;8;14;-0.286;-0.21459999999999999;-0.42899999999999994;[talk_agent talk_agent neuro_agent know_agent know_agent f g h i j];true
258;5;8;12;0.21400000000000002;0.32820000000000005;-0.07199999999999995;[neuro_agent neuro_agent crit_agent talk_agent know_agent f g h i j];true
259;5;8;19;0.357;0.5284;0.07100000000000001;[agree_agent crit_agent talk_agent agree_agent know_agent f g h i j];true
261;5;8;19;0.429;0.6574;0.572;[crit_agent neuro_agent talk_agent talk_agent agree_agent f g h i j];true
260;5;8;22;-0.286;-0.028799999999999992;-0.143;[talk_agent crit_agent agree_agent agree_agent crit_agent f g h i j];true
262;5;8;30;0.429;0.6434;0.572;[agree_agent neuro_agent neuro_agent talk_agent crit_agent f g h i j];true
264;5;8;18;-0.143;0.07120000000000001;-0.21399999999999997;[talk_agent talk_agent talk_agent know_agent agree_agent f g h i j];true
263;5;8;13;0.357;0.5858;0.5;[crit_agent crit_agent talk_agent crit_agent agree_agent f g h i j];true
265;5;8;28;0.5;0.6714;0.643;[neuro_agent agree_agent talk_agent crit_agent crit_agent f g h i j];true
266;5;8;17;-0.071;-0.1282;-0.571;[know_agent crit_agent agree_agent know_agent agree_agent f g h i j];true
267;5;8;14;-0.143;-0.014399999999999996;-0.286;[know_agent neuro_agent agree_agent crit_agent know_agent f g h i j];true
268;5;8;12;0;0.1856;-0.143;[agree_agent talk_agent neuro_agent know_agent talk_agent f g h i j];true
269;5;8;21;0.357;0.6286;0.428;[neuro_agent talk_agent agree_agent talk_agent know_agent f g h i j];true
270;5;8;22;-0.071;0.15739999999999998;0.14300000000000002;[neuro_agent talk_agent agree_agent talk_agent talk_agent f g h i j];true
271;5;8;14;0.857;10.856;1;[neuro_agent agree_agent crit_agent crit_agent neuro_agent f g h i j];true
272;5;8;22;0.786;0.8574;0.5720000000000001;[crit_agent neuro_agent know_agent know_agent crit_agent f g h i j];true
273;5;8;14;0.5;0.7716000000000001;0.5;[crit_agent know_agent neuro_agent crit_agent neuro_agent f g h i j];true
274;5;8;18;0.143;0.2714;-0.143;[crit_agent know_agent crit_agent agree_agent crit_agent f g h i j];true
276;5;8;16;-0.5;-0.443;-0.786;[know_agent agree_agent talk_agent know_agent talk_agent f g h i j];true
275;5;8;35;0.143;0.3286;0.286;[neuro_agent neuro_agent talk_agent talk_agent neuro_agent f g h i j];true
278;5;8;31;0.643;0.9716;0.786;[talk_agent neuro_agent talk_agent talk_agent crit_agent f g h i j];true
279;5;8;12;-0.429;-0.2004;-0.358;[neuro_agent talk_agent agree_agent talk_agent neuro_agent f g h i j];true
277;5;8;13;-0.286;-0.20039999999999997;-0.572;[know_agent neuro_agent agree_agent know_agent crit_agent f g h i j];true
280;5;8;19;-0.786;-0.6288;-1;[talk_agent talk_agent know_agent agree_agent talk_agent f g h i j];true
281;5;8;18;0;0.028799999999999992;-0.357;[neuro_agent know_agent neuro_agent agree_agent know_agent f g h i j];true
282;5;8;11;-0.286;-0.12879999999999997;-0.357;[neuro_agent talk_agent neuro_agent talk_agent know_agent f g h i j];true
285;5;8;13;-0.286;-0.2002;-0.357;[know_agent agree_agent neuro_agent crit_agent know_agent f g h i j];true
283;5;8;19;-0.071;0.08620000000000001;-0.142;[talk_agent neuro_agent know_agent crit_agent neuro_agent f g h i j];true
284;5;8;16;0.643;0.6574;0;[crit_agent know_agent neuro_agent talk_agent know_agent f g h i j];true
286;5;8;12;0.5;0.7;0.357;[know_agent crit_agent neuro_agent crit_agent talk_agent f g h i j];true
288;5;8;18;0.5;0.5428;0.14300000000000002;[know_agent talk_agent know_agent neuro_agent neuro_agent f g h i j];true
287;5;8;19;1;13.286;1.214;[agree_agent neuro_agent crit_agent agree_agent crit_agent f g h i j];true
289;5;8;21;0;0.1856;-0.143;[agree_agent crit_agent agree_agent agree_agent know_agent f g h i j];true
291;5;8;23;0.857;11.141.999.999.999.900;1;[crit_agent neuro_agent neuro_agent crit_agent crit_agent f g h i j];true
290;5;8;28;0.857;0.9428;0.714;[agree_agent agree_agent crit_agent know_agent know_agent f g h i j];true
292;5;8;14;-0.071;0.08620000000000001;-0.071;[talk_agent neuro_agent know_agent talk_agent know_agent f g h i j];true
293;5;8;18;-0.643;-0.4716;-1;[neuro_agent know_agent talk_agent talk_agent agree_agent f g h i j];true
294;5;8;16;-0.143;0.12860000000000002;-0.286;[agree_agent talk_agent talk_agent neuro_agent know_agent f g h i j];true
297;5;8;19;-0.071;0.07179999999999999;0;[crit_agent crit_agent neuro_agent know_agent neuro_agent f g h i j];true
295;5;8;16;0.357;0.5142;0.286;[know_agent neuro_agent neuro_agent know_agent crit_agent f g h i j];true
296;5;8;20;0;0.1286;0;[talk_agent neuro_agent neuro_agent neuro_agent know_agent f g h i j];true
298;5;8;21;0.5;0.7142;0.643;[agree_agent agree_agent crit_agent crit_agent neuro_agent f g h i j];true
299;5;8;19;-0.071;0.1432;0;[talk_agent talk_agent talk_agent agree_agent agree_agent f g h i j];true
300;5;8;41;1;10.572;0.643;[crit_agent know_agent crit_agent know_agent talk_agent f g h i j];true
301;5;8;11;0;0.1714;-0.143;[know_agent neuro_agent neuro_agent neuro_agent know_agent f g h i j];true
302;5;8;24;0.429;0.37179999999999996;-0.21400000000000002;[crit_agent know_agent neuro_agent know_agent know_agent f g h i j];true
303;5;8;19;0.071;0.14239999999999997;-0.429;[agree_agent agree_agent know_agent agree_agent neuro_agent f g h i j];true
304;5;8;14;0.21400000000000002;0.35660000000000003;-0.07199999999999995;[talk_agent talk_agent neuro_agent talk_agent know_agent f g h i j];true
305;5;8;21;1;11.856;0.857;[crit_agent crit_agent neuro_agent know_agent neuro_agent f g h i j];true
306;5;8;18;0.21400000000000002;0.3708;0.28500000000000003;[crit_agent neuro_agent talk_agent crit_agent agree_agent f g h i j];true
307;5;8;14;-0.071;0.2434;0.21499999999999997;[agree_agent agree_agent agree_agent talk_agent crit_agent f g h i j];true
308;5;8;21;-0.429;-0.3432;-0.715;[know_agent know_agent agree_agent agree_agent neuro_agent f g h i j];true
309;5;8;16;0.929;11.146;1;[crit_agent crit_agent crit_agent talk_agent crit_agent f g h i j];true
310;5;8;31;0.857;11.712;0.9279999999999999;[talk_agent agree_agent know_agent crit_agent neuro_agent f g h i j];true
311;5;8;10;-0.071;-0.05679999999999999;-0.357;[neuro_agent agree_agent know_agent neuro_agent know_agent f g h i j];true
312;5;8;14;0.571;0.8567999999999999;0.49999999999999994;[know_agent talk_agent crit_agent agree_agent neuro_agent f g h i j];true
313;5;8;13;0.5;0.7428;0.643;[crit_agent talk_agent crit_agent agree_agent talk_agent f g h i j];true
314;5;8;24;0.429;0.7148;0.572;[neuro_agent neuro_agent crit_agent crit_agent neuro_agent f g h i j];true
315;5;8;14;0.786;10.002;0.929;[crit_agent agree_agent crit_agent crit_agent neuro_agent f g h i j];true
316;5;8;12;-0.357;-0.14279999999999998;-0.214;[agree_agent agree_agent agree_agent talk_agent neuro_agent f g h i j];true
317;5;8;14;0.286;0.28619999999999995;-0.21400000000000002;[neuro_agent know_agent know_agent agree_agent talk_agent f g h i j];true
318;5;8;17;0.714;0.8712;0.5;[crit_agent agree_agent crit_agent agree_agent know_agent f g h i j];true
319;5;8;16;-0.071;0.1004;-0.428;[agree_agent know_agent neuro_agent crit_agent crit_agent f g h i j];true
320;5;8;15;0.286;0.486;0.357;[agree_agent crit_agent talk_agent talk_agent neuro_agent f g h i j];true
321;5;8;22;0.714;0.857;0.643;[know_agent crit_agent know_agent neuro_agent talk_agent f g h i j];true
322;5;8;12;-0.071;0.2434;0;[neuro_agent crit_agent neuro_agent talk_agent talk_agent f g h i j];true
323;5;8;24;0.786;10.574;0.857;[know_agent crit_agent neuro_agent crit_agent agree_agent f g h i j];true
324;5;8;9;-0.071;0.15760000000000002;0;[talk_agent talk_agent agree_agent neuro_agent agree_agent f g h i j];true
325;5;8;16;-0.571;-0.414;-0.714;[agree_agent neuro_agent neuro_agent know_agent neuro_agent f g h i j];true
326;5;8;20;-0.143;0.04280000000000003;-0.42899999999999994;[crit_agent know_agent talk_agent talk_agent agree_agent f g h i j];true
327;5;8;22;-0.143;0.07140000000000002;-0.21399999999999997;[neuro_agent talk_agent know_agent crit_agent talk_agent f g h i j];true
328;5;8;18;0.071;0.22820000000000001;-0.286;[know_agent neuro_agent talk_agent crit_agent talk_agent f g h i j];true
329;5;8;15;-0.071;0.07179999999999999;-0.285;[agree_agent agree_agent know_agent talk_agent talk_agent f g h i j];true
331;5;8;19;0;0.18580000000000002;-0.214;[crit_agent neuro_agent know_agent agree_agent agree_agent f g h i j];true
330;5;8;13;-0.071;0.14340000000000003;0.072;[neuro_agent neuro_agent agree_agent neuro_agent neuro_agent f g h i j];true
332;5;8;22;0.429;0.7003999999999999;0.5;[neuro_agent crit_agent agree_agent crit_agent neuro_agent f g h i j];true
333;5;8;24;-0.21400000000000002;-0.09980000000000003;-0.357;[agree_agent talk_agent know_agent talk_agent talk_agent f g h i j];true
334;5;8;23;0.21400000000000002;0.3996;0.28500000000000003;[agree_agent crit_agent talk_agent neuro_agent agree_agent f g h i j];true
335;5;8;12;0;0.1856;0;[neuro_agent neuro_agent know_agent neuro_agent neuro_agent f g h i j];true
336;5;8;26;1;10.856;0.571;[know_agent crit_agent crit_agent neuro_agent know_agent f g h i j];true
337;5;8;19;0;0.11400000000000002;-0.286;[talk_agent agree_agent know_agent agree_agent agree_agent f g h i j];true
338;5;8;17;0.714;0.814;0.5;[neuro_agent crit_agent neuro_agent know_agent know_agent f g h i j];true
339;5;8;30;0.571;0.7138;0.42799999999999994;[neuro_agent crit_agent neuro_agent crit_agent know_agent f g h i j];true
340;5;8;30;0.429;0.615;0.215;[crit_agent crit_agent neuro_agent know_agent talk_agent f g h i j];true
341;5;8;18;-0.143;-0.286;-0.42899999999999994;[know_agent know_agent know_agent know_agent know_agent f g h i j];true
342;5;8;17;-0.143;-0.014399999999999996;-0.357;[talk_agent talk_agent neuro_agent know_agent agree_agent f g h i j];true
343;5;8;14;0.071;0.2424;0.21399999999999997;[neuro_agent crit_agent talk_agent agree_agent talk_agent f g h i j];true
344;5;8;13;-0.286;-0.2286;-0.5;[know_agent agree_agent agree_agent know_agent talk_agent f g h i j];true
345;5;8;22;0.071;-0.029000000000000012;-0.5720000000000001;[know_agent neuro_agent agree_agent neuro_agent know_agent f g h i j];true
346;5;8;30;1;13.714;1.214;[crit_agent talk_agent neuro_agent talk_agent neuro_agent f g h i j];true
347;5;8;24;0.429;0.6574;0.5;[talk_agent talk_agent neuro_agent crit_agent talk_agent f g h i j];true
348;5;8;17;-0.286;0.014000000000000012;-0.07199999999999998;[talk_agent neuro_agent talk_agent agree_agent neuro_agent f g h i j];true
349;5;8;30;0.714;0.9138;0.571;[agree_agent neuro_agent know_agent crit_agent talk_agent f g h i j];true
350;5;8;18;-0.143;0.07140000000000002;0;[agree_agent crit_agent crit_agent neuro_agent neuro_agent f g h i j];true
351;5;8;20;0.643;0.9286;0.714;[crit_agent crit_agent agree_agent agree_agent neuro_agent f g h i j];true
352;5;8;20;0.571;0.7567999999999999;0.49999999999999994;[know_agent agree_agent neuro_agent agree_agent crit_agent f g h i j];true
353;5;8;20;0.143;0.17159999999999997;-0.214;[know_agent neuro_agent know_agent know_agent neuro_agent f g h i j];true
354;5;8;20;0.571;0.7851999999999999;0.285;[agree_agent know_agent crit_agent agree_agent talk_agent f g h i j];true
355;5;8;15;0.429;0.5864;0.358;[talk_agent agree_agent know_agent agree_agent talk_agent f g h i j];true
356;5;8;23;0.429;0.6718;0.14300000000000002;[crit_agent neuro_agent know_agent crit_agent neuro_agent f g h i j];true
357;5;8;37;1;11.142;0.571;[know_agent agree_agent agree_agent crit_agent agree_agent f g h i j];true
358;5;8;18;0.643;0.8002;0.5720000000000001;[talk_agent crit_agent agree_agent talk_agent know_agent f g h i j];true
359;5;8;17;0.21400000000000002;0.2998;-0.14299999999999996;[neuro_agent neuro_agent crit_agent know_agent know_agent f g h i j];true
360;5;8;14;-0.286;-0.10019999999999996;-0.42899999999999994;[talk_agent crit_agent agree_agent talk_agent know_agent f g h i j];true
361;5;8;17;1;11.714;0.571;[neuro_agent crit_agent crit_agent crit_agent know_agent f g h i j];true
362;5;8;10;0.071;0.2138;-0.072;[neuro_agent crit_agent agree_agent know_agent neuro_agent f g h i j];true
363;5;8;14;-0.143;-0.25699999999999995;-0.714;[know_agent know_agent neuro_agent know_agent know_agent f g h i j];true
364;5;8;19;0.286;0.42879999999999996;-0.07100000000000001;[know_agent agree_agent talk_agent agree_agent agree_agent f g h i j];true
365;5;8;15;-0.143;-0.11419999999999998;-0.5;[agree_agent know_agent know_agent agree_agent know_agent f g h i j];true
366;5;8;23;0.286;0.48619999999999997;0.286;[crit_agent talk_agent neuro_agent talk_agent talk_agent f g h i j];true
368;5;8;15;0.571;0.6996;0.357;[crit_agent crit_agent know_agent agree_agent crit_agent f g h i j];true
367;5;8;12;-0.071;0.129;-0.071;[agree_agent neuro_agent neuro_agent crit_agent neuro_agent f g h i j];true
369;5;8;10;-0.286;-0.11459999999999998;-0.5;[agree_agent know_agent crit_agent neuro_agent talk_agent f g h i j];true
370;5;8;14;0.21400000000000002;0.271;-0.21499999999999997;[crit_agent agree_agent know_agent neuro_agent talk_agent f g h i j];true
371;5;8;26;0.143;0.44320000000000004;0.286;[agree_agent neuro_agent crit_agent neuro_agent agree_agent f g h i j];true
372;5;8;15;0.143;0.3146;0.072;[neuro_agent talk_agent neuro_agent know_agent know_agent f g h i j];true
373;5;8;24;0.429;0.8148;0.28600000000000003;[talk_agent talk_agent crit_agent know_agent neuro_agent f g h i j];true
374;5;8;23;0.286;0.41479999999999995;-0.07100000000000001;[neuro_agent know_agent talk_agent agree_agent crit_agent f g h i j];true
375;5;8;16;0.286;0.5431999999999999;0.357;[agree_agent neuro_agent talk_agent talk_agent talk_agent f g h i j];true
376;5;8;21;-0.357;-0.04259999999999997;-0.143;[talk_agent neuro_agent agree_agent talk_agent talk_agent f g h i j];true
377;5;8;21;0.286;0.4002;0.07199999999999998;[know_agent crit_agent crit_agent agree_agent neuro_agent f g h i j];true
378;5;8;16;0.571;0.728;0.571;[crit_agent crit_agent know_agent talk_agent neuro_agent f g h i j];true
379;5;8;16;-0.143;0.08560000000000001;-0.286;[talk_agent talk_agent talk_agent know_agent neuro_agent f g h i j];true
380;5;8;16;0.429;0.6004;0.28600000000000003;[neuro_agent crit_agent talk_agent agree_agent know_agent f g h i j];true
381;5;8;32;-0.357;-0.1856;-0.5;[crit_agent neuro_agent neuro_agent know_agent talk_agent f g h i j];true
382;5;8;10;-0.643;-0.32880000000000004;-0.5;[talk_agent neuro_agent agree_agent agree_agent neuro_agent f g h i j];true
383;5;8;29;1;1.243;1.143;[neuro_agent talk_agent crit_agent neuro_agent crit_agent f g h i j];true
384;5;8;19;0.786;0.8718;0.5720000000000001;[know_agent crit_agent crit_agent crit_agent agree_agent f g h i j];true
385;5;8;15;0;0.11399999999999999;-0.143;[know_agent know_agent agree_agent neuro_agent agree_agent f g h i j];true
386;5;8;13;0.071;0.15659999999999996;-0.358;[neuro_agent agree_agent agree_agent know_agent know_agent f g h i j];true
387;5;8;18;0.5;0.757;0.5;[know_agent agree_agent talk_agent crit_agent crit_agent f g h i j];true
388;5;8;16;0.5;0.6428;0.21400000000000002;[talk_agent crit_agent talk_agent agree_agent know_agent f g h i j];true
389;5;8;26;0.929;0.9860000000000001;0.7150000000000001;[know_agent know_agent crit_agent neuro_agent crit_agent f g h i j];true
390;5;8;16;0.143;0.27159999999999995;0;[agree_agent agree_agent know_agent neuro_agent crit_agent f g h i j];true
391;5;8;11;-0.143;0.0426;0;[agree_agent crit_agent agree_agent agree_agent neuro_agent f g h i j];true
392;5;8;16;1;11.998;1.071;[talk_agent agree_agent crit_agent neuro_agent crit_agent f g h i j];true
393;5;8;16;-0.714;-0.5853999999999999;-0.857;[know_agent crit_agent know_agent neuro_agent agree_agent f g h i j];true
394;5;8;28;0.786;0.886;0.5720000000000001;[neuro_agent crit_agent neuro_agent know_agent neuro_agent f g h i j];true
395;5;8;24;1;10.856;0.857;[know_agent neuro_agent crit_agent agree_agent know_agent f g h i j];true
396;5;8;21;0.643;0.886;0.786;[crit_agent talk_agent neuro_agent crit_agent neuro_agent f g h i j];true
397;5;8;15;0;0.1426;0;[crit_agent neuro_agent neuro_agent agree_agent know_agent f g h i j];true
398;5;8;15;0.286;0.5715999999999999;0.357;[agree_agent agree_agent neuro_agent crit_agent talk_agent f g h i j];true
399;5;8;21;0.071;0.4282;0.285;[agree_agent talk_agent agree_agent talk_agent crit_agent f g h i j];true
400;5;8;17;0.143;0.3144;0.143;[neuro_agent agree_agent know_agent talk_agent agree_agent f g h i j];true
401;5;8;30;0.286;0.47159999999999996;0.357;[neuro_agent neuro_agent agree_agent crit_agent neuro_agent f g h i j];true
402;5;8;17;0.071;0.2424;0.071;[know_agent crit_agent neuro_agent neuro_agent agree_agent f g h i j];true
403;5;8;22;-0.071;0.0576;-0.285;[neuro_agent know_agent neuro_agent neuro_agent agree_agent f g h i j];true
404;5;8;18;-0.143;-0.0716;-0.357;[agree_agent know_agent talk_agent neuro_agent know_agent f g h i j];true
405;5;8;21;0;0.2;-0.071;[neuro_agent talk_agent talk_agent know_agent agree_agent f g h i j];true
406;5;8;14;0;0.2428;-0.214;[crit_agent talk_agent agree_agent know_agent agree_agent f g h i j];true
407;5;8;19;-0.429;-0.372;-0.643;[know_agent crit_agent know_agent agree_agent know_agent f g h i j];true
408;5;8;23;0.21400000000000002;0.34240000000000004;-0.07199999999999995;[talk_agent know_agent talk_agent agree_agent crit_agent f g h i j];true
409;5;8;23;-0.143;0.05700000000000002;-0.357;[agree_agent talk_agent talk_agent know_agent talk_agent f g h i j];true
411;5;8;12;-0.357;-0.0998;-0.143;[talk_agent crit_agent crit_agent neuro_agent agree_agent f g h i j];true
410;5;8;18;0.5;0.5858;0;[know_agent crit_agent crit_agent agree_agent know_agent f g h i j];true
412;5;8;15;-0.21400000000000002;2,00E+12;-0.21400000000000002;[talk_agent neuro_agent neuro_agent crit_agent know_agent f g h i j];true
413;5;8;22;0.143;0.34299999999999997;0;[talk_agent know_agent crit_agent agree_agent talk_agent f g h i j];true
414;5;8;13;0.21400000000000002;0.39980000000000004;0.07100000000000004;[agree_agent crit_agent talk_agent know_agent know_agent f g h i j];true
415;5;8;11;-0.21400000000000002;0.05739999999999995;-0.14300000000000002;[agree_agent talk_agent neuro_agent agree_agent agree_agent f g h i j];true
416;5;8;18;1;13.716;1.214;[crit_agent talk_agent agree_agent agree_agent crit_agent f g h i j];true
417;5;8;11;0;0.1856;-0.143;[crit_agent agree_agent neuro_agent know_agent talk_agent f g h i j];true
418;5;8;16;-0.5;-0.2714;-0.429;[agree_agent agree_agent neuro_agent neuro_agent agree_agent f g h i j];true
419;5;8;16;-0.071;0.25739999999999996;0;[talk_agent neuro_agent agree_agent neuro_agent agree_agent f g h i j];true
420;5;8;13;0.071;0.22840000000000005;-0.14300000000000002;[neuro_agent neuro_agent agree_agent know_agent know_agent f g h i j];true
421;5;8;18;-0.286;-0.028600000000000014;-0.143;[agree_agent talk_agent crit_agent agree_agent agree_agent f g h i j];true
423;5;8;15;-0.071;0.08600000000000001;-0.357;[agree_agent neuro_agent neuro_agent know_agent neuro_agent f g h i j];true
422;5;8;29;0.5;0.6286;0.5;[crit_agent agree_agent crit_agent know_agent know_agent f g h i j];true
424;5;8;11;0;0.1;-0.071;[talk_agent agree_agent know_agent talk_agent agree_agent f g h i j];true
425;5;8;12;0.21400000000000002;0.357;0.14300000000000002;[know_agent crit_agent agree_agent neuro_agent know_agent f g h i j];true
426;5;8;18;0.286;0.5431999999999999;0.357;[crit_agent crit_agent neuro_agent talk_agent neuro_agent f g h i j];true
427;5;8;16;0.071;0.41400000000000003;0.285;[neuro_agent crit_agent talk_agent agree_agent agree_agent f g h i j];true
428;5;8;24;0.286;0.5146;0.286;[talk_agent talk_agent talk_agent know_agent crit_agent f g h i j];true
429;5;8;22;0.929;0.8146000000000001;0.5720000000000001;[know_agent crit_agent crit_agent know_agent know_agent f g h i j];true
430;5;8;15;-0.714;-0.6709999999999999;-0.9279999999999999;[agree_agent know_agent know_agent neuro_agent agree_agent f g h i j];true
431;5;8;14;-0.071;0.2576;0;[agree_agent talk_agent neuro_agent crit_agent talk_agent f g h i j];true
432;5;8;13;-0.143;-0.028799999999999992;-0.572;[agree_agent know_agent know_agent agree_agent talk_agent f g h i j];true
433;5;8;13;0.714;0.8426;0.5;[neuro_agent agree_agent know_agent agree_agent talk_agent f g h i j];true
434;5;8;17;-0.071;0.14339999999999997;0.072;[neuro_agent talk_agent neuro_agent crit_agent talk_agent f g h i j];true
435;5;8;11;0;0.014000000000000002;-0.286;[know_agent crit_agent know_agent neuro_agent agree_agent f g h i j];true
436;5;8;12;0.286;0.45759999999999995;0.21499999999999997;[know_agent agree_agent neuro_agent crit_agent agree_agent f g h i j];true
437;5;8;25;0.429;0.629;0.358;[crit_agent know_agent know_agent agree_agent talk_agent f g h i j];true
438;5;8;26;0.286;0.5573999999999999;0.42899999999999994;[crit_agent talk_agent agree_agent talk_agent agree_agent f g h i j];true
439;5;8;12;-0.429;-0.10039999999999999;-0.28600000000000003;[talk_agent neuro_agent neuro_agent crit_agent crit_agent f g h i j];true
440;5;8;14;0;0.2714;0.214;[talk_agent neuro_agent agree_agent neuro_agent talk_agent f g h i j];true
441;5;8;19;0.929;11.148;1.072;[neuro_agent crit_agent agree_agent talk_agent crit_agent f g h i j];true
442;5;8;22;0.643;0.9430000000000001;0.857;[talk_agent talk_agent crit_agent neuro_agent agree_agent f g h i j];true
443;5;8;12;-0.286;-0.02899999999999997;-0.21499999999999997;[neuro_agent talk_agent agree_agent neuro_agent neuro_agent f g h i j];true
444;5;8;16;0.21400000000000002;0.47100000000000003;0.42800000000000005;[agree_agent crit_agent talk_agent agree_agent talk_agent f g h i j];true
445;5;8;21;0.571;0.8854;0.7849999999999999;[agree_agent crit_agent neuro_agent agree_agent crit_agent f g h i j];true
446;5;8;14;0.071;0.15699999999999997;-0.14300000000000002;[agree_agent talk_agent talk_agent know_agent know_agent f g h i j];true
447;5;8;14;0.357;0.6;0.428;[agree_agent talk_agent talk_agent neuro_agent crit_agent f g h i j];true
448;5;8;19;0.643;0.8716;0.42900000000000005;[crit_agent neuro_agent agree_agent know_agent neuro_agent f g h i j];true
449;5;8;14;-0.071;0.20039999999999997;0;[neuro_agent agree_agent talk_agent neuro_agent talk_agent f g h i j];true
450;5;8;12;-0.21400000000000002;-0.014000000000000012;-0.357;[talk_agent talk_agent talk_agent know_agent talk_agent f g h i j];true
451;5;8;18;-0.357;-0.07140000000000002;-0.214;[talk_agent talk_agent agree_agent talk_agent neuro_agent f g h i j];true
452;5;8;21;0.286;0.5718;0.07199999999999998;[crit_agent neuro_agent talk_agent talk_agent know_agent f g h i j];true
453;5;8;33;1;11.716;0.929;[agree_agent know_agent agree_agent neuro_agent crit_agent f g h i j];true
454;5;8;27;1;1.1;0.714;[neuro_agent know_agent know_agent crit_agent crit_agent f g h i j];true
455;5;8;15;-0.429;-0.3144;-0.643;[know_agent talk_agent know_agent talk_agent talk_agent f g h i j];true
456;5;8;13;0.071;0.29979999999999996;-0.14300000000000002;[agree_agent neuro_agent crit_agent know_agent crit_agent f g h i j];true
457;5;8;12;0.071;0.2138;0;[talk_agent talk_agent know_agent know_agent crit_agent f g h i j];true
458;5;8;14;0.786;0.9574;0.643;[crit_agent know_agent neuro_agent agree_agent talk_agent f g h i j];true
459;5;8;11;-0.286;-0.04319999999999999;-0.21499999999999997;[agree_agent talk_agent agree_agent talk_agent know_agent f g h i j];true
461;5;8;29;1;12.574;1.143;[neuro_agent agree_agent crit_agent crit_agent neuro_agent f g h i j];true
460;5;8;17;0;0.14300000000000002;-0.571;[talk_agent agree_agent talk_agent know_agent talk_agent f g h i j];true
462;5;8;22;0.786;0.9430000000000001;0.35700000000000004;[talk_agent crit_agent neuro_agent crit_agent know_agent f g h i j];true
463;5;8;15;-0.286;-0.14339999999999997;-0.572;[neuro_agent know_agent crit_agent neuro_agent agree_agent f g h i j];true
464;5;8;14;0.714;0.7852;0.428;[talk_agent crit_agent know_agent crit_agent neuro_agent f g h i j];true
465;5;8;18;-0.143;0.05700000000000002;-0.21399999999999997;[know_agent agree_agent neuro_agent know_agent agree_agent f g h i j];true
467;5;8;14;-0.071;0.2148;0.072;[talk_agent crit_agent talk_agent neuro_agent agree_agent f g h i j];true
466;5;8;8;-0.143;0.02840000000000001;-0.357;[know_agent crit_agent talk_agent neuro_agent agree_agent f g h i j];true
468;5;8;20;0;0.143;-0.214;[crit_agent know_agent crit_agent neuro_agent talk_agent f g h i j];true
469;5;8;15;0.571;0.6426;0.357;[agree_agent know_agent talk_agent agree_agent know_agent f g h i j];true
470;5;8;16;0;0.24300000000000002;0.143;[agree_agent agree_agent crit_agent neuro_agent neuro_agent f g h i j];true
471;5;8;15;0.143;0.243;-0.07100000000000001;[talk_agent know_agent know_agent neuro_agent neuro_agent f g h i j];true
