[run number];team_size;game_size;knowledge_sharing;[step];team_score;gain_score;synergy_score;agent_names;reached_consensus?;[agreeableness] of turtles;[talkativeness] of turtles;[neuroticism] of turtles;[critical_thinking] of turtles;[knowledge] of turtles
993;4;8;0.3;27;0.786;0.82175;0.643;[crit_agent neuro_agent know_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 1 2.42 1];[0.86 0 0 0];[0.2 0.83 0.2 0.72]
994;4;8;0.3;21;0.143;0.26775;0;[talk_agent crit_agent know_agent crit_agent e f g h i j];true;[1 1 1 1];[4.18 1 1 1];[1 1 1 1];[0 0.36 0.29 0];[0.2 0.2 0.2 0.83]
995;4;8;0.3;14;-0.286;0;-0.143;[neuro_agent crit_agent talk_agent talk_agent e f g h i j];true;[1 1 1 1];[5.04 4.36 1 1];[1 1 2.45 1];[0 0 0 0.28];[0.2 0.2 0.2 0.2]
996;4;8;0.3;15;0.429;0.62525;0.429;[crit_agent know_agent crit_agent talk_agent e f g h i j];true;[1 1 1 1];[1 1 4.39 1];[1 1 1 1];[0.63 0 0 0.29];[0.2 0.6 0.2 0.2]
997;4;8;0.3;36;0.5;0.6965;0.14300000000000002;[crit_agent crit_agent neuro_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[3.65 1 1 1];[0 0 1.28 0.42];[0.2 0.79 0.2 0.2]
998;4;8;0.3;25;0.286;0.39299999999999996;0.143;[crit_agent know_agent crit_agent neuro_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 1 5.91 1];[0.4 0 0 0.54];[0.2 0.57 0.2 0.2]
999;4;8;0.3;34;-0.071;0.19674999999999998;0.14300000000000002;[neuro_agent crit_agent talk_agent crit_agent e f g h i j];true;[1 1 1 1];[3.74 1 1 1];[1 1 2.4 1];[0 0.33 0 0.39];[0.2 0.2 0.2 0.2]
1000;4;8;0.3;21;0.143;0.017999999999999988;-0.28600000000000003;[agree_agent neuro_agent know_agent know_agent e f g h i j];true;[1 1 1 2.88];[1 1 1 1];[2.29 1 1 1];[0 0 0 0];[0.2 0.82 0.82 0.2]
1001;4;8;0.5;17;-0.286;-0.14299999999999996;-0.357;[agree_agent crit_agent talk_agent know_agent e f g h i j];true;[6.76 1 1 1];[1 1 3.91 1];[1 1 1 1];[0 0.39 0 0];[0.2 0.2 0.2 0.56]
1002;4;8;0.5;20;0.714;0.8212499999999999;0.643;[know_agent talk_agent crit_agent agree_agent e f g h i j];true;[2.52 1 1 1];[1 1 2.83 1];[1 1 1 1];[0 0.8 0 0];[0.2 0.2 0.2 0.61]
1003;4;8;0.5;20;0.5;0.7322500000000001;0.28600000000000003;[talk_agent agree_agent talk_agent know_agent e f g h i j];true;[1 1 3.48 1];[1 2.83 1 3.84];[1 1 1 1];[0 0 0 0];[0.86 0.2 0.2 0.2]
1004;4;8;0.5;29;-0.143;-0.143;-0.286;[know_agent know_agent talk_agent know_agent e f g h i j];true;[1 1 1 1];[2.52 1 1 1];[1 1 1 1];[0 0 0 0];[0.2 0.7 0.67 0.75]
1005;4;8;0.5;23;0.643;0.83925;0.714;[neuro_agent know_agent crit_agent crit_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 3.11 1 1];[0 0 0.33 0.67];[0.54 0.2 0.2 0.2]
1006;4;8;0.5;19;0.143;0.42899999999999994;0.286;[neuro_agent agree_agent neuro_agent talk_agent e f g h i j];true;[1 1 1 2.9];[1 2.83 1 1];[2.56 1 3.12 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
1007;4;8;0.5;17;0.071;0.24924999999999997;-0.21499999999999997;[know_agent talk_agent crit_agent agree_agent e f g h i j];true;[3.06 1 1 1];[1 2.5 1 1];[1 1 1 1];[0 0 0 0.29];[0.2 0.2 0.87 0.2]
1008;4;8;0.5;20;-0.143;-0.01824999999999999;-0.42899999999999994;[crit_agent know_agent agree_agent agree_agent e f g h i j];true;[1 1 3.08 3.64];[1 1 1 1];[1 1 1 1];[0.5 0 0 0];[0.2 0.79 0.2 0.2]
1009;4;8;0.5;28;-0.214;0.143;-0.14300000000000002;[agree_agent crit_agent crit_agent crit_agent e f g h i j];true;[2.12 1 1 1];[1 1 1 1];[1 1 1 1];[0 0.44 0.38 0.38];[0.2 0.2 0.2 0.2]
1010;4;8;0.5;25;-0.357;-0.053249999999999964;-0.143;[talk_agent neuro_agent talk_agent neuro_agent e f g h i j];true;[1 1 1 1];[1 4.68 1 2.4];[5.64 1 3.3 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
1011;4;8;0.5;21;0.357;0.44625;0.214;[know_agent talk_agent crit_agent neuro_agent e f g h i j];true;[1 1 1 1];[1 3.14 1 1];[2.35 1 1 1];[0 0 0.5 0];[0.2 0.2 0.2 0.57]
1012;4;8;0.5;16;0.286;0.42899999999999994;0.286;[agree_agent crit_agent agree_agent know_agent e f g h i j];true;[1 4.46 1 2.98];[1 1 1 1];[1 1 1 1];[0 0 0.21 0];[0.54 0.2 0.2 0.2]
1013;4;8;0.5;18;-0.214;0.017999999999999988;-0.14300000000000002;[talk_agent agree_agent agree_agent agree_agent e f g h i j];true;[2.71 2.73 3.48 1];[1 1 1 3.6];[1 1 1 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
1014;4;8;0.5;18;-0.071;-0.0175;-0.428;[know_agent neuro_agent neuro_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 5.08 2.58 1];[0 0 0 0];[0.62 0.2 0.2 0.79]
1015;4;8;0.5;13;0.214;0.32099999999999995;0.07100000000000001;[talk_agent crit_agent know_agent know_agent e f g h i j];true;[1 1 1 1];[2.86 1 1 1];[1 1 1 1];[0 0.56 0 0];[0.2 0.2 0.75 0.6]
1016;4;8;0.5;16;0.286;0.5894999999999999;0.5;[neuro_agent crit_agent agree_agent neuro_agent e f g h i j];true;[1 1 1 2.04];[1 1 1 1];[1 5.08 3.95 1];[0.62 0 0 0];[0.2 0.2 0.2 0.2]
1018;4;8;0.5;22;0.429;0.58975;0.28600000000000003;[know_agent agree_agent neuro_agent crit_agent e f g h i j];true;[1 1 1 2.81];[1 1 1 1];[1 1 4.65 1];[0 0.75 0 0];[0.59 0.2 0.2 0.2]
1017;4;8;0.5;16;0.214;0.26775;0;[neuro_agent talk_agent know_agent know_agent e f g h i j];true;[1 1 1 1];[2.17 1 1 1];[1 1 1 3.87];[0 0 0 0];[0.2 0.53 0.68 0.2]
1019;4;8;0.5;24;0.214;0.44625;0.357;[neuro_agent crit_agent talk_agent talk_agent e f g h i j];true;[1 1 1 1];[1 1 3.8 5.21];[1 2.84 1 1];[0.41 0 0 0];[0.2 0.2 0.2 0.2]
1020;4;8;0.5;18;0.143;0.25025;-0.214;[know_agent crit_agent crit_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 1 1 1];[0 0 0.29 0.45];[0.8 0.59 0.2 0.2]
1021;4;8;0.5;23;-0.143;0.07149999999999998;0;[talk_agent agree_agent neuro_agent agree_agent e f g h i j];true;[1 1 3.32 3.24];[3.37 1 1 1];[1 4.21 1 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
1022;4;8;0.5;9;-0.286;-0.21449999999999997;-0.357;[neuro_agent know_agent crit_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 5.33 1 1];[0.22 0 0 0];[0.2 0.2 0.53 0.74]
1023;4;8;0.5;18;0.357;0.49974999999999997;0.286;[neuro_agent crit_agent know_agent neuro_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[2.43 1 1 2.14];[0 0 0.77 0];[0.2 0.7 0.2 0.2]
1024;4;8;0.5;18;0;0.23199999999999998;0.071;[neuro_agent neuro_agent agree_agent know_agent e f g h i j];true;[1 6.12 1 1];[1 1 1 1];[3.46 1 1 5.85];[0 0 0 0];[0.2 0.2 0.58 0.2]
1025;4;8;0.5;19;-0.357;-0.46399999999999997;-0.714;[know_agent neuro_agent know_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[2.67 1 1 1];[0 0 0 0];[0.2 0.7 0.61 0.95]
1027;4;8;0.5;25;0.143;0.08924999999999997;-0.214;[crit_agent know_agent talk_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 2.16 1];[1 1 1 1];[0 0 0 0.6];[0.82 0.65 0.2 0.2]
1026;4;8;0.5;20;0.286;0.50025;0.143;[neuro_agent talk_agent know_agent talk_agent e f g h i j];true;[1 1 1 1];[3.88 1 3.2 1];[1 4.3 1 1];[0 0 0 0];[0.2 0.2 0.2 0.8]
1028;4;8;0.5;20;0.071;0.12474999999999999;0;[know_agent know_agent neuro_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 1 3.9 1];[0 0 0 0];[0.61 0.6 0.2 0.57]
1029;4;8;0.5;24;-0.143;-0.07175;-0.572;[agree_agent agree_agent neuro_agent know_agent e f g h i j];true;[1 2.77 2.54 1];[1 1 1 1];[1 1 1 6.89];[0 0 0 0];[0.83 0.2 0.2 0.2]
1030;4;8;0.5;22;0.286;0.286;-0.07100000000000001;[know_agent know_agent crit_agent agree_agent e f g h i j];true;[1 1 1 2.92];[1 1 1 1];[1 1 1 1];[0 0 0.56 0];[0.67 0.83 0.2 0.2]
1031;4;8;0.5;20;-0.071;0.2505;0.072;[talk_agent agree_agent talk_agent crit_agent e f g h i j];true;[1 1 1 3.73];[4.95 2.23 1 1];[1 1 1 1];[0 0 0.37 0];[0.2 0.2 0.2 0.2]
1032;4;8;0.5;29;0;0.21425;0;[agree_agent talk_agent neuro_agent know_agent e f g h i j];true;[3.63 1 1 1];[1 1 1 3.76];[1 1 3.95 1];[0 0 0 0];[0.2 0.61 0.2 0.2]
1033;4;8;0.5;17;0.857;105.325;0.9279999999999999;[crit_agent crit_agent neuro_agent crit_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 1 3.02 1];[0.43 0.82 0 0.4];[0.2 0.2 0.2 0.2]
1034;4;8;0.5;14;0.071;0.26725;0.142;[crit_agent neuro_agent agree_agent talk_agent e f g h i j];true;[1 4.44 1 1];[1 1 3.78 1];[1 1 1 4.06];[0.65 0 0 0];[0.2 0.2 0.2 0.2]
1035;4;8;0.5;17;0.071;0.21399999999999997;0;[neuro_agent agree_agent know_agent crit_agent e f g h i j];true;[2.13 1 1 1];[1 1 1 1];[1 1 1 4.08];[0 0.32 0 0];[0.2 0.2 0.64 0.2]
1036;4;8;0.5;27;-0.214;0.05374999999999999;0;[agree_agent talk_agent talk_agent talk_agent e f g h i j];true;[1 1 1 3.16];[3.14 2.19 2.25 1];[1 1 1 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
1037;4;8;0.5;12;-0.5;-0.3035;-0.571;[talk_agent agree_agent crit_agent know_agent e f g h i j];true;[1 1 4 1];[1 1 1 2.06];[1 1 1 1];[0.28 0 0 0];[0.2 0.6 0.2 0.2]
1038;4;8;0.5;9;-0.286;-0.07174999999999998;-0.143;[talk_agent agree_agent agree_agent crit_agent e f g h i j];true;[3.07 2.02 1 1];[1 1 1 2.63];[1 1 1 1];[0 0 0.23 0];[0.2 0.2 0.2 0.2]
1039;4;8;0.5;18;0.286;0.4825;0.286;[neuro_agent talk_agent know_agent crit_agent e f g h i j];true;[1 1 1 1];[3.99 1 1 1];[1 3.77 1 1];[0 0 0.6 0];[0.2 0.2 0.2 0.6]
1040;4;8;0.5;17;0.357;0.482;0;[talk_agent talk_agent talk_agent know_agent e f g h i j];true;[1 1 1 1];[2.47 2.07 4.33 1];[1 1 1 1];[0 0 0 0];[0.2 0.2 0.2 0.88]
1041;4;8;0.5;10;-0.214;0.14325000000000002;-0.07100000000000001;[neuro_agent talk_agent agree_agent talk_agent e f g h i j];true;[1 5.18 1 1];[1 1 3.99 4.35];[2.83 1 1 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
1042;4;8;0.5;20;-0.5;-0.4285;-0.714;[know_agent neuro_agent know_agent agree_agent e f g h i j];true;[1 1 1 2.55];[1 1 1 1];[1 3.63 1 1];[0 0 0 0];[0.7 0.2 0.71 0.2]
1043;4;8;0.5;17;-0.429;-0.393;-0.929;[know_agent know_agent talk_agent talk_agent e f g h i j];true;[1 1 1 1];[2.13 1 1 4.12];[1 1 1 1];[0 0 0 0];[0.2 0.65 0.73 0.2]
1044;4;8;0.5;26;0.786;1.036;0.929;[neuro_agent crit_agent agree_agent crit_agent e f g h i j];true;[1 1 5.3 1];[1 1 1 1];[5.09 1 1 1];[0 0.32 0 0.79];[0.2 0.2 0.2 0.2]
1045;4;8;0.5;28;0;0;0;[know_agent neuro_agent crit_agent talk_agent e f g h i j];false;[1 1 1 1];[1 4.09 1 1];[1 1 1 4.34];[0 0 0.84 0];[0.72 0.2 0.2 0.2]
1046;4;8;0.5;14;0.143;0.375;0.286;[agree_agent neuro_agent crit_agent neuro_agent e f g h i j];true;[1 1 1 5.37];[1 1 1 1];[1 2.9 3.06 1];[0.31 0 0 0];[0.2 0.2 0.2 0.2]
1047;4;8;0.5;12;0.071;0.23174999999999996;-0.14300000000000002;[know_agent crit_agent talk_agent talk_agent e f g h i j];true;[1 1 1 1];[1 1 3.98 2.38];[1 1 1 1];[0 0.25 0 0];[0.8 0.2 0.2 0.2]
1048;4;8;0.5;15;-0.286;-2,50E+12;-0.07199999999999998;[neuro_agent crit_agent talk_agent agree_agent e f g h i j];true;[1 3.27 1 1];[2.36 1 1 1];[1 1 1 2.35];[0 0 0.35 0];[0.2 0.2 0.2 0.2]
1049;4;8;0.5;21;-0.5;-0.4285;-0.857;[know_agent talk_agent agree_agent talk_agent e f g h i j];true;[1 1 1 4.97];[2.97 1 4.39 1];[1 1 1 1];[0 0 0 0];[0.2 0.86 0.2 0.2]
1050;4;8;0.5;27;0.643;0.78575;0.5720000000000001;[crit_agent crit_agent know_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 1 1 1];[0 0.49 0 0.69];[0.86 0.2 0.56 0.2]
1051;4;8;0.5;28;0.429;0.715;0.572;[talk_agent talk_agent agree_agent crit_agent e f g h i j];true;[1 1 1 5.03];[7 1 3.15 1];[1 1 1 1];[0 0.8 0 0];[0.2 0.2 0.2 0.2]
1052;4;8;0.5;14;-0.071;0.12574999999999997;-0.142;[talk_agent crit_agent know_agent neuro_agent e f g h i j];true;[1 1 1 1];[1 1 2.44 1];[1 3.06 1 1];[0 0 0 0.28];[0.73 0.2 0.2 0.2]
1053;4;8;0.5;14;0.643;0.7322500000000001;0.42900000000000005;[crit_agent know_agent neuro_agent crit_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 1 1 4.09];[1.09 0 0.56 0];[0.2 0.59 0.2 0.2]
1054;4;8;0.5;37;0.786;0.9825;0.786;[agree_agent crit_agent talk_agent know_agent e f g h i j];true;[1 2.49 1 1];[4.55 1 1 1];[1 1 1 1];[0 0 0.91 0];[0.2 0.2 0.2 0.54]
1055;4;8;0.5;13;-0.214;0.10774999999999998;-0.07100000000000001;[neuro_agent crit_agent talk_agent agree_agent e f g h i j];true;[4.28 1 1 1];[1 1 1 2.19];[1 1 2.75 1];[0 0.36 0 0];[0.2 0.2 0.2 0.2]
1056;4;8;0.5;11;0.214;0.07125000000000001;-0.28600000000000003;[know_agent know_agent neuro_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 2.49 1 1];[0 0 0 0];[0.88 0.2 0.69 0.73]
1057;4;8;0.5;29;-0.143;0.12475;0.07100000000000001;[agree_agent crit_agent talk_agent agree_agent e f g h i j];true;[1 3.16 2.52 1];[1 1 1 2.08];[1 1 1 1];[0.38 0 0 0];[0.2 0.2 0.2 0.2]
1058;4;8;0.5;25;-0.5;-0.3035;-0.5;[crit_agent know_agent agree_agent agree_agent e f g h i j];true;[3.21 4.52 1 1];[1 1 1 1];[1 1 1 1];[0 0 0.61 0];[0.2 0.2 0.2 0.51]
1059;4;8;0.5;29;0.571;0.66025;0.42799999999999994;[crit_agent know_agent neuro_agent talk_agent e f g h i j];true;[1 1 1 1];[1 4.37 1 1];[1 1 2.44 1];[0.9 0 0 0];[0.2 0.2 0.2 0.55]
1060;4;8;0.5;11;0.286;0.536;0.42899999999999994;[neuro_agent agree_agent crit_agent talk_agent e f g h i j];true;[1 6.75 1 1];[1 1 1 3.47];[4.75 1 1 1];[0 0 0.22 0];[0.2 0.2 0.2 0.2]
1061;4;8;0.5;16;0.5;0.67875;0.429;[crit_agent talk_agent neuro_agent know_agent e f g h i j];true;[1 1 1 1];[2.21 1 1 1];[1 1 3.73 1];[0 0.71 0 0];[0.2 0.2 0.2 0.69]
1062;4;8;0.5;28;0.929;10.362.500.000.000.000;0.786;[neuro_agent know_agent crit_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[2.38 1 1 1];[0 0.97 0 0];[0.2 0.2 0.61 0.65]
1063;4;8;0.5;27;0.214;0.37474999999999997;0.285;[crit_agent agree_agent neuro_agent neuro_agent e f g h i j];true;[1 2.36 1 1];[1 1 1 1];[1 1 2.29 4.2];[0.68 0 0 0];[0.2 0.2 0.2 0.2]
1064;4;8;0.5;21;-0.357;-0.33899999999999997;-0.714;[talk_agent know_agent know_agent talk_agent e f g h i j];true;[1 1 1 1];[1 3.1 3.12 1];[1 1 1 1];[0 0 0 0];[0.74 0.2 0.2 0.57]
1065;4;8;0.5;14;-0.286;-0.3575;-0.715;[talk_agent agree_agent know_agent know_agent e f g h i j];true;[1 1 1 4.69];[1 3.65 1 1];[1 1 1 1];[0 0 0 0];[0.53 0.2 0.73 0.2]
1066;4;8;0.5;19;1;128.575;1.214;[crit_agent agree_agent crit_agent talk_agent e f g h i j];true;[3.52 1 1 1];[1 1 1 4.71];[1 1 1 1];[0 0.63 0.45 0];[0.2 0.2 0.2 0.2]
1067;4;8;0.5;32;0.143;0.4285;0.21399999999999997;[agree_agent agree_agent crit_agent neuro_agent e f g h i j];true;[3.6 2.18 1 1];[1 1 1 1];[1 1 1 4.25];[0 0 0.84 0];[0.2 0.2 0.2 0.2]
1068;4;8;0.5;26;-0.643;-0.48250000000000004;-1.072;[neuro_agent neuro_agent agree_agent know_agent e f g h i j];true;[1 1 2.82 1];[1 1 1 1];[1 2.3 1 4.52];[0 0 0 0];[0.96 0.2 0.2 0.2]
1069;4;8;0.5;22;0;0.08925;-0.286;[agree_agent agree_agent know_agent talk_agent e f g h i j];true;[2.11 1 1 2.35];[1 3.08 1 1];[1 1 1 1];[0 0 0 0];[0.2 0.2 0.75 0.2]
1070;4;8;0.5;19;-0.143;0.035500000000000004;-0.072;[agree_agent talk_agent neuro_agent know_agent e f g h i j];true;[1 1 1 2.8];[1 4.95 1 1];[4.7 1 1 1];[0 0 0 0];[0.2 0.2 0.58 0.2]
1071;4;8;0.5;23;0.214;0.32125;0.14300000000000002;[know_agent agree_agent talk_agent crit_agent e f g h i j];true;[2.88 1 1 1];[1 1 1 7.16];[1 1 1 1];[0 0.45 0 0];[0.2 0.2 0.6 0.2]
1072;4;8;0.5;15;-0.429;-0.21500000000000002;-0.358;[talk_agent agree_agent neuro_agent talk_agent e f g h i j];true;[1 2.86 1 1];[1 1 2.9 3.61];[4.72 1 1 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
1073;4;8;0.5;14;0.857;1.089;1.071;[crit_agent neuro_agent neuro_agent crit_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[2.83 1 4.06 1];[0 0.72 0 0.94];[0.2 0.2 0.2 0.2]
1074;4;8;0.5;21;0.143;0.35724999999999996;0.072;[know_agent talk_agent crit_agent talk_agent e f g h i j];true;[1 1 1 1];[1 2.42 1 2.51];[1 1 1 1];[0 0 0.49 0];[0.53 0.2 0.2 0.2]
1075;4;8;0.5;18;0;0.26775;0.071;[talk_agent neuro_agent agree_agent agree_agent e f g h i j];true;[1 2.5 3.64 1];[5.64 1 1 1];[1 1 1 3.18];[0 0 0 0];[0.2 0.2 0.2 0.2]
1077;4;8;0.5;17;-0.071;-0.10674999999999998;-0.357;[know_agent know_agent talk_agent talk_agent e f g h i j];true;[1 1 1 1];[1 1 4.88 4.91];[1 1 1 1];[0 0 0 0];[0.81 0.82 0.2 0.2]
1076;4;8;0.5;15;0.143;0.25025;0;[talk_agent crit_agent know_agent crit_agent e f g h i j];true;[1 1 1 1];[3.48 1 1 1];[1 1 1 1];[0 0.48 0.33 0];[0.2 0.2 0.2 0.71]
1078;4;8;0.5;13;-0.143;-0.035749999999999976;-0.21399999999999997;[neuro_agent know_agent neuro_agent neuro_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[3.08 1 2.23 3.15];[0 0 0 0];[0.2 0.54 0.2 0.2]
1079;4;8;0.5;23;0.429;0.58975;0.28600000000000003;[know_agent agree_agent agree_agent talk_agent e f g h i j];true;[2.41 2.16 1 1];[1 1 1 3.21];[1 1 1 1];[0 0 0 0];[0.2 0.2 0.63 0.2]
1081;4;8;0.5;12;-0.143;0.12499999999999997;0;[neuro_agent crit_agent agree_agent talk_agent e f g h i j];true;[1 5.38 1 1];[1 1 3.57 1];[1 1 1 2.79];[0.34 0 0 0];[0.2 0.2 0.2 0.2]
1080;4;8;0.5;28;-0.214;-0.07125000000000001;-0.357;[neuro_agent talk_agent know_agent talk_agent e f g h i j];true;[1 1 1 1];[1 2.9 6.15 1];[4.04 1 1 1];[0 0 0 0];[0.2 0.2 0.2 0.68]
1082;4;8;0.5;17;0;0.23199999999999998;0.071;[neuro_agent talk_agent talk_agent neuro_agent e f g h i j];true;[1 1 1 1];[1 2.63 1 3.92];[3.28 1 2.78 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
1083;4;8;0.5;18;0.786;1.018;0.857;[agree_agent crit_agent neuro_agent crit_agent e f g h i j];true;[1 3.76 1 1];[1 1 1 1];[1 1 1 3.53];[0.82 0 0.95 0];[0.2 0.2 0.2 0.2]
1084;4;8;0.5;14;0.214;0.44599999999999995;0.428;[agree_agent crit_agent crit_agent neuro_agent e f g h i j];true;[1 2.49 1 1];[1 1 1 1];[1 1 2.71 1];[0.3 0 0 0.35];[0.2 0.2 0.2 0.2]
1085;4;8;0.5;19;0;0.23224999999999996;0.071;[crit_agent crit_agent neuro_agent crit_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[4.97 1 1 1];[0 0.34 0.45 0.67];[0.2 0.2 0.2 0.2]
1086;4;8;0.5;14;0;0.21425;-0.143;[know_agent talk_agent neuro_agent talk_agent e f g h i j];true;[1 1 1 1];[4.63 1 1 2.78];[1 5.3 1 1];[0 0 0 0];[0.2 0.2 0.68 0.2]
1087;4;8;0.5;20;0.571;0.7137499999999999;0.571;[neuro_agent neuro_agent talk_agent neuro_agent e f g h i j];true;[1 1 1 1];[1 6.95 1 1];[2.48 1 2.93 3.09];[0 0 0 0];[0.2 0.2 0.2 0.2]
1088;4;8;0.5;18;0.857;0.982;0.643;[crit_agent neuro_agent agree_agent know_agent e f g h i j];true;[1 1 2.15 1];[1 1 1 1];[2.93 1 1 1];[0 0.54 0 0];[0.2 0.2 0.2 0.56]
1089;4;8;0.5;22;0.357;0.482;0.214;[crit_agent neuro_agent know_agent agree_agent e f g h i j];true;[1 3.59 1 1];[1 1 1 1];[1 1 1 2.58];[0.29 0 0 0];[0.2 0.2 0.52 0.2]
1090;4;8;0.5;14;-0.286;0.08900000000000002;-0.143;[agree_agent agree_agent agree_agent talk_agent e f g h i j];true;[4.61 2.98 3.66 1];[1 1 1 3.21];[1 1 1 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
1091;4;8;0.5;28;0.214;0.41025;0.357;[neuro_agent crit_agent talk_agent neuro_agent e f g h i j];true;[1 1 1 1];[1 1 4.26 1];[2.85 2.08 1 1];[0 0 0 0.55];[0.2 0.2 0.2 0.2]
1092;4;8;0.5;10;0.643;0.786;0.42900000000000005;[crit_agent know_agent crit_agent crit_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 1 1 1];[0.8 0.58 0.91 0];[0.2 0.2 0.2 0.89]
1093;4;8;0.5;21;-0.214;0.12525;-0.07100000000000001;[agree_agent agree_agent talk_agent talk_agent e f g h i j];true;[1 1 2.86 2.31];[2.31 2.95 1 1];[1 1 1 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
1094;4;8;0.5;27;0.714;0.964;0.5;[crit_agent crit_agent crit_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 1 1 1];[0.76 0.41 0.62 0];[0.2 0.2 0.2 0.74]
1095;4;8;0.5;14;0.357;0.357;0.07100000000000001;[neuro_agent crit_agent know_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[2.1 1 1 1];[0 0 0 0.25];[0.2 0.59 0.98 0.2]
1096;4;8;0.5;19;0.357;0.5355;0.5;[neuro_agent neuro_agent talk_agent crit_agent e f g h i j];true;[1 1 1 1];[1 1 1 4.98];[2.73 5.47 1 1];[0 0 0.37 0];[0.2 0.2 0.2 0.2]
1097;4;8;0.5;17;-0.143;0.26775000000000004;0.143;[agree_agent neuro_agent agree_agent neuro_agent e f g h i j];true;[1 4.91 1 2.67];[1 1 1 1];[4 1 5.03 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
1098;4;8;0.5;10;0;0.107;0;[crit_agent neuro_agent talk_agent agree_agent e f g h i j];true;[1 6.73 1 1];[4.73 1 1 1];[1 1 3.45 1];[0 0 0 0.24];[0.2 0.2 0.2 0.2]
1099;4;8;0.5;17;-0.5;-0.19625000000000004;-0.357;[talk_agent talk_agent talk_agent agree_agent e f g h i j];true;[1 1 1 2.64];[4.36 3.19 3.16 1];[1 1 1 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
1100;4;8;0.5;19;0.357;0.4285;0.143;[crit_agent know_agent know_agent crit_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[1 1 1 1];[0 0.35 0.57 0];[0.89 0.2 0.2 0.59]
1101;4;8;0.5;12;0.5;0.7144999999999999;0.643;[crit_agent talk_agent neuro_agent crit_agent e f g h i j];true;[1 1 1 1];[1 1 1 3.95];[1 1 2.4 1];[0.56 0.44 0 0];[0.2 0.2 0.2 0.2]
1102;4;8;0.5;21;0.643;0.78575;0.643;[agree_agent crit_agent know_agent talk_agent e f g h i j];true;[1 2.48 1 1];[1 1 2.49 1];[1 1 1 1];[0.51 0 0 0];[0.2 0.2 0.2 0.58]
1103;4;8;0.5;18;0.143;0.33949999999999997;-0.07100000000000001;[talk_agent crit_agent know_agent crit_agent e f g h i j];true;[1 1 1 1];[1 3.01 1 1];[1 1 1 1];[0.26 0 0.59 0];[0.2 0.2 0.2 0.78]
1104;4;8;0.5;16;-0.143;0.089;-0.143;[talk_agent know_agent neuro_agent know_agent e f g h i j];true;[1 1 1 1];[1 1 1 4.01];[1 1 4.18 1];[0 0 0 0];[0.52 0.53 0.2 0.2]
1105;4;8;0.5;11;-0.643;-0.393;-0.5720000000000001;[talk_agent neuro_agent crit_agent agree_agent e f g h i j];true;[1 1 4.09 1];[4.57 1 1 1];[1 1 1 4.31];[0 0.22 0 0];[0.2 0.2 0.2 0.2]
1106;4;8;0.5;22;0.214;0.32125000000000004;-0.143;[neuro_agent know_agent know_agent neuro_agent e f g h i j];true;[1 1 1 1];[1 1 1 1];[2.43 1 3.45 1];[0 0 0 0];[0.2 0.83 0.2 0.84]
1107;4;8;0.5;21;0.357;0.357;0.07100000000000001;[know_agent talk_agent know_agent talk_agent e f g h i j];true;[1 1 1 1];[3.75 1 1 5.2];[1 1 1 1];[0 0 0 0];[0.2 0.69 0.76 0.2]
1108;4;8;0.5;23;0;0.25025;0.143;[talk_agent neuro_agent talk_agent neuro_agent e f g h i j];true;[1 1 1 1];[1 1 3.98 2.12];[3.13 3.08 1 1];[0 0 0 0];[0.2 0.2 0.2 0.2]
